rxn	LB	UB
MECOALm	-524.5	524.5
HMR_8662	-524.5	524.5
HMR_8668	-524.5	524.5
HMR_0159	-208.875	208.875
HMR_2599	-208.875	208.875
HMR_2602	-208.875	208.875
HMR_2605	-208.875	208.875
HMR_2608	-208.875	208.875
HMR_2611	-208.875	208.875
HMR_2614	-208.875	208.875
HMR_2620	-208.875	208.875
HMR_2633	-208.875	208.875
HMR_2648	-208.875	208.875
HMR_2651	-208.875	208.875
HMR_2657	-208.875	208.875
HMR_2660	-208.875	208.875
HMR_2663	-208.875	208.875
HMR_2666	-208.875	208.875
HMR_2669	-208.875	208.875
HMR_2672	-208.875	208.875
HMR_2675	-208.875	208.875
HMR_2681	-208.875	208.875
HMR_2684	-208.875	208.875
HMR_2687	-208.875	208.875
HMR_2690	-208.875	208.875
HMR_2693	-208.875	208.875
HMR_2699	-208.875	208.875
HMR_2702	-208.875	208.875
HMR_2705	-208.875	208.875
HMR_2708	-208.875	208.875
HMR_2711	-208.875	208.875
HMR_2714	-208.875	208.875
HMR_2717	-208.875	208.875
HMR_2720	-208.875	208.875
HMR_2726	-208.875	208.875
HMR_2730	-208.875	208.875
HMR_2733	-208.875	208.875
HMR_2736	-208.875	208.875
HMR_2739	-208.875	208.875
HMR_2759	-208.875	208.875
HMR_2762	-208.875	208.875
HMR_2768	-208.875	208.875
HMR_2771	-208.875	208.875
HMR_2774	-208.875	208.875
HMR_2877	-208.875	208.875
HMR_3032	-208.875	208.875
HMR_3521	-1000	1000
HMR_2778	-14.625	14.625
HMR_2783	-87.875	87.875
HMR_2785	-27.625	27.625
HMR_2801	-14.625	14.625
HMR_2807	-14.625	14.625
HMR_2809	-27.625	27.625
HMR_2817	-14.625	14.625
HMR_2819	-27.625	27.625
HMR_2821	-14.625	14.625
HMR_2825	0	14.625
HMR_2827	-27.625	27.625
HMR_2839	-14.625	14.625
HMR_2840	-27.625	27.625
HMR_2853	-14.625	14.625
HMR_2854	-27.625	27.625
HMR_2857	-14.625	14.625
HMR_2859	-27.625	27.625
HMR_2861	-14.625	14.625
HMR_2862	-27.625	27.625
HMR_2863	-14.625	14.625
HMR_2864	-27.625	27.625
HMR_2865	-14.625	14.625
HMR_2866	-27.625	27.625
HMR_2867	-14.625	14.625
HMR_2868	-27.625	27.625
HMR_2869	-14.625	14.625
HMR_2870	-27.625	27.625
HMR_2875	-14.625	14.625
HMR_2876	-27.625	27.625
HMR_2878	-14.625	14.625
HMR_2879	-27.625	27.625
HMR_2880	-14.625	14.625
HMR_2882	-27.625	27.625
HMR_2884	-14.625	14.625
HMR_2886	-27.625	27.625
HMR_2888	-14.625	14.625
HMR_2890	-27.625	27.625
HMR_2892	-14.625	14.625
HMR_2896	-14.625	14.625
HMR_2897	-27.625	27.625
HMR_2900	-14.625	14.625
HMR_2901	-27.625	27.625
HMR_2904	-14.625	14.625
HMR_2905	-27.625	27.625
HMR_2912	-208.875	208.875
HMR_2913	-14.625	14.625
HMR_2914	-27.625	27.625
HMR_2924	-208.875	208.875
HMR_2925	-14.625	14.625
HMR_2926	-27.625	27.625
HMR_0160	-87.875	87.875
HMR_0161	-106.5	106.5
HMR_0162	-87.875	87.875
HMR_0163	-331.875	331.875
HMR_2593	-106.5	106.5
HMR_2598	-106.5	106.5
HMR_2600	0	380.25
HMR_2601	-106.5	106.5
HMR_2603	-380.25	380.25
HMR_2604	-106.5	106.5
HMR_2606	-380.25	380.25
HMR_2607	-106.5	106.5
HMR_2609	-380.25	380.25
HMR_2610	-106.5	106.5
HMR_2612	-380.25	380.25
HMR_2613	-106.5	106.5
HMR_2616	-380.25	380.25
HMR_2618	-106.5	106.5
HMR_2621	-380.25	380.25
HMR_2622	-106.5	106.5
HMR_2624	-380.25	380.25
HMR_2625	-106.5	106.5
HMR_2630	-106.5	106.5
HMR_2634	-380.25	380.25
HMR_2635	-106.5	106.5
HMR_2638	-380.25	380.25
HMR_2644	-380.25	380.25
HMR_2646	-106.5	106.5
HMR_2649	-380.25	380.25
HMR_2650	-106.5	106.5
HMR_2652	-380.25	380.25
HMR_2653	-106.5	106.5
HMR_2655	-380.25	380.25
HMR_2656	-106.5	106.5
HMR_2659	-106.5	106.5
HMR_2661	-380.25	380.25
HMR_2662	-106.5	106.5
HMR_2664	-380.25	380.25
HMR_2665	-106.5	106.5
HMR_2667	-380.25	380.25
HMR_2668	-106.5	106.5
HMR_2670	-380.25	380.25
HMR_2671	-106.5	106.5
HMR_2673	-380.25	380.25
HMR_2676	-380.25	380.25
HMR_2677	-106.5	106.5
HMR_2679	-380.25	380.25
HMR_2680	-106.5	106.5
HMR_2682	-380.25	380.25
HMR_2683	-106.5	106.5
HMR_2685	-380.25	380.25
HMR_2686	-106.5	106.5
HMR_2688	-380.25	380.25
HMR_2689	-106.5	106.5
HMR_2691	-380.25	380.25
HMR_2692	-106.5	106.5
HMR_2695	-380.25	380.25
HMR_2697	-106.5	106.5
HMR_2700	-380.25	380.25
HMR_2701	-106.5	106.5
HMR_2703	-380.25	380.25
HMR_2704	-106.5	106.5
HMR_2706	-380.25	380.25
HMR_2707	-106.5	106.5
HMR_2709	-380.25	380.25
HMR_2710	-106.5	106.5
HMR_2712	-380.25	380.25
HMR_2713	-106.5	106.5
HMR_2715	-380.25	380.25
HMR_2718	-380.25	380.25
HMR_2722	-380.25	380.25
HMR_2727	-380.25	380.25
HMR_2731	-380.25	380.25
HMR_2732	-106.5	106.5
HMR_2734	-380.25	380.25
HMR_2735	-106.5	106.5
HMR_2737	-380.25	380.25
HMR_2738	-106.5	106.5
HMR_2740	-380.25	380.25
HMR_2741	-106.5	106.5
HMR_2744	-380.25	380.25
HMR_2748	-380.25	380.25
HMR_2750	-106.5	106.5
HMR_2753	-380.25	380.25
HMR_2754	-106.5	106.5
HMR_2757	-380.25	380.25
HMR_2758	-106.5	106.5
HMR_2760	-380.25	380.25
HMR_2764	-380.25	380.25
HMR_2769	-380.25	380.25
HMR_2770	-106.5	106.5
HMR_2772	-380.25	380.25
